CID,MW,MF,TPSA,XL,HAC,HBDC,HBAC,RBC,SMILES,Charge,CBUC
7481503,347.5,C16H17N3O2S2,112,2.6,23,1,5,5,CCN1C2=C(C=C(C=C2)S(=O)(=O)N)N=C1SCC3=CC=CC=C3,0,1
2819259,281.76,C12H12ClN3OS,86.2,2.2,18,1,3,3,CN1C(=C(C(=N1)C2=CC=C(C=C2)Cl)C(=O)N)SC,0,1
5702914,235.24,C12H13NO4,75.6,0.8,17,2,4,5,COC1=CC=C(C=C1)CNC(=O)C=CC(=O)O,0,1
16192654,375.9,C14H22ClN5O3S,109,NULL,24,2,8,9,CN1C(=NN=N1)SCCNCC2=C(C(=C(C=C2)OC)OC)OC.Cl,0,2
2988744,322.4,C16H22N2O3S,97.6,2.2,22,2,4,6,CC1=C(C=C(C=C1)S(=O)(=O)NCCC2=CCCCC2)C(=O)N,0,1
2547225,336.36,C17H21FN2O4,84.5,2.5,24,2,5,7,C1CCC(CC1)C(=O)NCC(=O)OCC(=O)NC2=CC(=CC=C2)F,0,1
2532163,352.4,C13H12N4O4S2,156,2,23,2,8,4,C1COC2=C(O1)C=CC(=C2)NC(=O)NC(=O)CSC3=NN=CS3,0,1
1091332,325.4,C13H15N3O3S2,126,2.2,21,1,6,6,CCC1=NN=C(S1)NC(=O)CS(=O)(=O)CC2=CC=CC=C2,0,1
891102,220.29,C11H12N2OS,73.4,2.8,15,2,4,3,CC1=CC(=C(C=C1)O)CNC2=NC=CS2,0,1
749185,318.8,C17H19ClN2O2,46.3,3.8,22,0,3,2,CC1CCN(CC1)C(=O)C2=C(ON=C2C3=CC=CC=C3Cl)C,0,1
3751552,298.4,C18H22N2O2,62,3.3,22,2,2,7,CCC(CC)C(=O)C1=CNC(=C1)C(=O)NCC2=CC=CC=C2,0,1
9624827,325.8,C14H13ClFN3OS,73.8,3.7,21,0,5,4,CC1=CC(=C(C=C1Cl)F)C(=O)C2=CN=C(S2)N=CN(C)C,0,1
17297684,338.8,C16H16ClFN2OS,65.4,4.2,22,2,3,5,COC1=C(C=C(C=C1)Cl)NC(=S)NCCC2=CC=C(C=C2)F,0,1
2741902,349.5,C23H27NO2,37.4,4.7,26,0,2,3,CC1=CC=C(C=C1)C(=O)N2CCC(CC2)C(=O)C3=C(C=C(C=C3C)C)C,0,1
1736518,317.3,C19H15N3O2,71.1,3.2,24,2,3,4,C1=CC=C(C=C1)C(=O)NC2=NC(=CC=C2)NC(=O)C3=CC=CC=C3,0,1
135506669,262.28,C14H15FN2O2,62,3.2,19,1,5,2,CC1(CC(=C(C(=O)C1)N=NC2=CC=C(C=C2)F)O)C,0,1
6915337,313.33,C13H15NO6S,98.4,1,21,0,7,5,CN(C)S(=O)(=O)C1=CC=C(C=C1)C(=O)OC2CCOC2=O,0,1
135650675,357.4,C20H15N5O2,104,3.4,27,3,7,4,C1=CC=C2C(=C1)C(=NC(=N2)C3=CN=CC=C3)NN=CC4=C(C=C(C=C4)O)O,0,1
3712359,285.34,C16H19N3O2,74.8,1.7,21,2,3,6,CC(C)CC(=O)C1=CNC(=C1)C(=O)NCC2=CN=CC=C2,0,1
6883559,312.32,C16H16N4O3,96.5,1.5,23,1,5,7,CCOC(=O)CN1C=C(C2=CC=CC=C21)C=NNC(=O)CC#N,0,1
842891,275.33,C13H13N3O2S,80.1,1,19,0,4,2,C1COCCN1C2=NC(=O)C(=CC3=CC=NC=C3)S2,0,1
5946621,273.26,C15H12FNO3,59.2,2.8,20,1,4,6,C1=CNC(=C1)C(=O)COC(=O)C=CC2=CC=C(C=C2)F,0,1
54703728,303.31,C15H17N3O4,108,2.2,22,4,4,4,CCCCC(=O)NNC(=O)C1=C(C2=CC=CC=C2NC1=O)O,0,1
1072029,308.4,C19H20N2O2,54.1,3.9,23,2,2,6,CC1=CC=C(C=C1)OCC(=O)NCCC2=CNC3=CC=CC=C32,0,1
17371949,347.9,C17H18ClN3OS,85.2,3.5,23,3,2,5,C1=CC=C(C=C1)CCC(=O)NNC(=S)NCC2=CC=C(C=C2)Cl,0,1
2901537,339.3,C17H20Cl2N2O,32.299,NULL,22,2,2,6,CN(CCC(=O)NC1=CC=C(C=C1)Cl)CC2=CC=CC=C2.Cl,0,2
700756,327.4,C21H17N3O,58,5.4,25,2,4,3,CC1=CC(=CC=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=CC=C4)O,0,1
2727126,306.24,C15H9F3N2O2,63,2.8,22,0,7,4,C1=CC(=CC=C1CC#N)OC(=O)C2=C(C=CN=C2)C(F)(F)F,0,1
828541,300.34,C14H12N4O2S,99.2,3.1,21,1,5,3,C1=CC=C(C=C1)C2=NN(C(=N2)N)S(=O)(=O)C3=CC=CC=C3,0,1
787582,282.4,C12H14N2O2S2,95.7,2.9,18,1,5,3,CC1=CC(=C(C(=C1)C)S(=O)(=O)NC2=NC=CS2)C,0,1
2723716,169.65,C9H12ClN,26,NULL,11,2,1,1,C1C(C1N)C2=CC=CC=C2.Cl,0,2
22553951,336.4,C16H20N2O4S,102,1.3,23,2,5,6,CC1=C(SCCO1)C(=O)NC2=CC=CC(=C2)C(=O)NCCOC,0,1
5059018,287.27,C14H13N3O4,97,2.3,21,1,5,5,C1=CC=NC(=C1)CCOC(=O)NC2=CC=C(C=C2)[N+](=O)[O-],0,1
5201776,365.4,C20H19N3O4,93.4,3.6,27,2,5,6,CC1=C(N(C(=N1)C2=CC=C(C=C2)OCC(=O)NC3=CC=CC=C3)O)C(=O)C,0,1
2107270,314.4,C17H15FN2OS,70.2,3.5,22,1,4,5,C1=CC=C(C(=C1)CNC(=O)CCC2=NC3=CC=CC=C3S2)F,0,1
2105295,320.4,C14H16N4OS2,120,3.4,21,2,6,6,CC1=CC=C(C=C1)NC2=NN=C(S2)SCC(=O)NC3CC3,0,1
3775939,330.4,C17H18N2O3S,74.9,2.9,23,1,4,4,CCCC1C(=O)NC2=CC=CC=C2N1S(=O)(=O)C3=CC=CC=C3,0,1
3094799,280.28,C11H16N6O3,105,1.1,20,0,9,7,CC(=O)OCCN(C#N)C1=NC(=NC(=N1)N(C)C)OC,0,1
2474608,307.4,C13H13N3O2S2,119,2.2,20,1,5,3,C1CC(N(C1)C(=O)C2=CC=CS2)C(=O)NC3=NC=CS3,0,1
2731145,206.31,C11H14N2S,49.7,2.4,14,1,2,2,CC1=CC(=CC=C1)NC2=NCCCS2,0,1
20855077,337.4,C20H23N3O2,57,4.1,25,0,4,6,CCOC(=O)CCC1=C(C2=C(N=C1C)N(N=C2C)C3=CC=CC=C3)C,0,1
717499,257.29,C14H15N3O2,64.099,2.1,19,1,4,3,CC1=CC(=NC(=N1)NC(=O)C2=CC=C(C=C2)OC)C,0,1
2978966,253.26,C14H11N3O2,68,1.1,19,1,4,3,C1=COC(=C1)CNC(=O)C2=CC3=NC=CN=C3C=C2,0,1
2089599,275.4,C12H9N3OS2,111,3,18,1,5,2,CC1=CN=C(S1)NC(=O)C2=CC3=C(C=C2)N=CS3,0,1
5295549,232.23,C12H12N2O3,67.4,0.7,17,2,3,2,C1CC1NC(=O)C2=CC3=C(C=C2)OCC(=O)N3,0,1
1878799,373.4,C19H19NO7,99.8,1.7,27,0,7,2,C1COCCOC2=C(C=CC(=C2)C(=O)C3=CC(=CC=C3)[N+](=O)[O-])OCCO1,0,1
54687089,355.3,C18H14FN3O4,98.7,2.7,26,3,5,2,CN1C2=CC=CC=C2C(=C(C1=O)C(=O)NNC(=O)C3=CC=CC=C3F)O,0,1
23724188,340.8,C15H17ClN2O3S,87.4,NULL,22,2,5,5,COC1=CC=C(C=C1)C2=C(SC3=NCCN23)CCC(=O)O.Cl,0,2
5391088,339.4,C20H21NO4,59,3.5,25,1,5,4,CC1=CC(=CC(=C1)OC2=COC3=C(C2=O)C=CC(=C3CN(C)C)O)C,0,1
2738289,260.329,C15H20N2O2,41.6,2.5,19,1,3,3,CC1=CC(=CC=C1)NC(=O)OC2CN3CCC2CC3,0,1
3150978,322.4,C16H22N2O3S,74.9,1.8,22,1,4,4,CC1=CC=C(C=C1)S(=O)(=O)N2CCCC(C2)C(=O)NC3CC3,0,1
9560704,368.4,C20H24N4O3,83.9,2.9,27,1,5,5,CC(C)(C)OC(=O)N1CCCC1C(=O)NN=CC2=CC3=C(C=C2)N=CC=C3,0,1
16210795,434.51,C14H11Br2ClN2O2,51.2,4.5,21,1,3,4,CC(C(=O)NC1=C(N=CC=C1)Cl)OC2=C(C=C(C=C2)Br)Br,0,1
9583904,271.15,C11H15BrN2O,44.6,3.7,15,2,3,3,CC(=NO)C(C)(C)NC1=CC(=CC=C1)Br,0,1
9638384,383.8,C19H14ClN3O4,93,4,27,2,7,4,C1COC2=CC3=NC(=C(C=C3C=C2O1)C=NNC4=CC=C(C=C4)C(=O)O)Cl,0,1
9633163,300.31,C16H16N2O4,80.2,3.2,22,2,6,6,COC1=C(C=C(C=C1)C=NNC2=CC=C(C=C2)C(=O)O)OC,0,1
24819493,272.09,C9H7Cl2N5O,71.8,1.5,17,2,3,2,C1=CC(=C(C=C1Cl)NC(=O)NN2C=NN=C2)Cl,0,1
248680,250.68,C12H11ClN2O2,41.9,2.4,17,0,3,3,CCOC1=C(C(=O)N(N=C1)C2=CC=CC=C2)Cl,0,1
1588119,385.3,C20H20NO5P,66,4.9,27,1,6,8,COC1=CC(=CC=C1)OP(=O)(NC2=CC=CC=C2)OC3=CC=CC(=C3)OC,0,1
24816764,347.4,C18H25N3O4,104,3,25,2,4,5,CC1CCCC(C1C)NC(=O)CCNC(=O)C2=CC=C(C=C2)[N+](=O)[O-],0,1
5424153,287.11,C10H11BrN2O3,78.4,1.6,16,3,3,3,CC(C(=O)O)NC(=O)NC1=CC(=CC=C1)Br,0,1
9583278,301.26,C13H11N5O4,129,3,22,1,7,3,CC1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])NN=CC2=CC=NC=C2,0,1
5334945,292.8,C14H13ClN2OS,69.7,3.8,19,1,3,4,CC1=C(SC=C1)C=NNC(=O)CC2=CC=C(C=C2)Cl,0,1
789669,336.4,C15H16N2O3S2,113,2,22,0,6,4,CCOC(=O)C1=C(N=C2N(C1C3=CC=CS3)C(=O)CCS2)C,0,1
2346398,236.34,C12H16N2OS,58.9,2.3,16,1,3,3,CC1(CSC(=N1)NC2=CC=C(C=C2)OC)C,0,1
9360204,315.37,C17H21N3O3,73.2,0.9,23,1,4,8,CC(=O)C1=CC(=C(C=C1)OC)CC(=O)NCCCN2C=CN=C2,0,1
135409077,185.18,C10H7N3O,65.2,0.6,14,1,3,1,C1=CC=C2C(=C1)C(=O)NC(=N2)CC#N,0,1
6464929,207.27,C11H17N3O,46.9,1.4,15,1,2,3,CCN1C=CC(=N1)C(=O)NC2CCCC2,0,1
16348411,316.35,C16H20N4O3,90.9,0.5,23,2,4,5,CCNC(=O)C(C)NC(=O)C1=NN(C(=O)CC1)C2=CC=CC=C2,0,1
54680650,233.26,C13H15NO3,49.8,2.1,17,1,4,3,CCN(CC)C1=CC2=C(C=C1)C(=CC(=O)O2)O,0,1
1094930,334.4,C17H22N2O3S,76.7,2.7,23,1,5,6,CCOC1=C(C(=C(C=C1C)S(=O)(=O)NCC2=CN=CC=C2)C)C,0,1
6922771,234.21,C11H10N2O4,87.7,0.7,17,3,4,2,COC1=CC=CC(=C1O)C=C2C(=O)NC(=O)N2,0,1
2747452,305.8,C15H16ClN3S,69,3.4,20,2,2,4,CC1=C(C(=CC=C1)Cl)NC(=S)NCCC2=CC=CC=N2,0,1
2083057,328.31,C14H11F3N2O2S,76.5,3.7,22,1,7,4,CSC1=C(C=CC=N1)C(=O)NC2=CC=C(C=C2)OC(F)(F)F,0,1
1905895,366.4,C19H14N2O4S,104,2.4,26,0,6,2,C1CC2=C(C1)SC3=C2C(=O)OC(=N3)C4=CC=C(C=C4)N5C(=O)CCC5=O,0,1
4907461,304.5,C16H24N4S,69.3,3.9,21,1,5,6,CCCCNC1=C2C3=C(CN(CC3)CCC)SC2=NC=N1,0,1
2742980,281.23,C14H10F3NO2,41.8,3.4,20,1,6,1,C1C(=NOC1(C(F)(F)F)O)C2=CC3=CC=CC=C3C=C2,0,1
1503146,253.28,C9H11N5O2S,134,1.8,17,3,7,3,CC1=CC(=NO1)NC(=O)C2=C(N=C(S2)NC)N,0,1
7109257,274.33,C12H16F2N2OS,56.6,3.4,18,1,4,5,CCN(CC)C(=S)NC1=CC=C(C=C1)OC(F)F,0,1
3766201,324.3,C18H16N2O4,75.7,2.1,24,1,4,3,CC1C(=O)NC2=CC=CC=C2N1C(=O)C3=CC=C(C=C3)OC(=O)C,0,1
2067672,350.4,C20H18N2O2S,86.4,4.3,25,2,3,4,CC1=CC(=C(C=C1)C(=O)NC2=CC=C(C=C2)NC(=O)C3=CC=CS3)C,0,1
6485854,328.32,C16H16N4O4,85.7,1.5,24,1,5,3,CC1=CC(=CC=C1)OCC2CN3C4=C(N=C3O2)N(C(=O)NC4=O)C,0,1
2544310,280.18,C10H8F4N2O3,67.4,1.8,19,2,7,3,CNC(=O)NC(=O)COC1=C(C(=CC(=C1F)F)F)F,0,1
16326233,344.4,C18H20N2O5,109,2.3,25,3,5,7,CC(C)C(C(=O)NCC1=CC=C(C=C1)C(=O)O)NC(=O)C2=CC=CO2,0,1
24980907,362.5,C16H18N4O2S2,138,2.4,24,2,6,7,CC1=CC=C(C=C1)NC(=O)CSCC(=O)NC2=NN=C(S2)C3CC3,0,1
2441116,327.33,C15H19F2N3O3,61.9,1.4,23,1,6,5,CCOC(=O)N1CCN(CC1)CC(=O)NC2=CC(=C(C=C2)F)F,0,1
8284606,355.3,C18H17N3O5,113,3,26,2,5,6,C1CC1NC(=O)C2=CC=CC=C2NC(=O)COC3=CC=C(C=C3)[N+](=O)[O-],0,1
2270925,295.29,C16H13N3O3,80.2,1.8,22,2,3,3,C=CCN1C=C(C2=CC=CC=C21)C=C3C(=O)NC(=O)NC3=O,0,1
855124,322.8,C14H15ClN4OS,85.1,2.4,21,1,4,5,CN1C(=NN=C1SCC(=O)NC2=CC=CC=C2Cl)C3CC3,0,1
895511,320.8,C16H17ClN2OS,65.4,4,21,2,2,4,CC1=C(C=CC(=C1)Cl)NC(=S)NCC2=CC(=CC=C2)OC,0,1
1070058,351.4,C21H25N3O2,47,2.3,26,1,3,2,C1CC2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N4CCN(CC4)CCO,0,1
910746,183.16,C7H9N3O3,90.8,-1.5,13,3,4,1,CC1=NC(=C(C(=O)N1)NC(=O)C)O,0,1
3224231,276.38,C15H24N4O,58.1,2,20,1,4,3,CC1=CC(=NC(=N1)N2CCCC(C2)C(=O)NC(C)C)C,0,1
15998742,314.29,C16H14N2O5,86.7,2.2,23,1,6,5,COC1=CC(=C(C=C1)NC(=O)C2=NOC(=C2)C3=CC=CO3)OC,0,1
9563288,304.3,C19H16N2O2,50.7,4.1,23,1,3,4,COC1=CC=CC=C1C=NNC(=O)C2=CC=CC3=CC=CC=C32,0,1
725924,338.4,C20H26N4O,48.5,3.1,25,1,4,5,CC(C)C1=CC=C(C=C1)NC(=O)CN2CCN(CC2)C3=CC=CC=N3,0,1
5793938,324.79,C13H13ClN4O2S,105,2.8,21,3,4,5,C1=CC=C(C=C1)S(=O)(=O)N=C(NC2=CC(=CC=C2)Cl)NN,0,1
2727145,365.1,C14H9Cl2F3N2O2,49.4,2.6,23,1,5,2,CN(C1=CC(=C(C=C1)Cl)Cl)C(=O)C2=CNC(=O)C=C2C(F)(F)F,0,1
9598505,330.4,C21H18N2O2,50.7,4,25,1,3,6,C1=CC=C(C=C1)COC2=CC=C(C=C2)C(=O)NN=CC3=CC=CC=C3,0,1
2178782,340.5,C17H28N2O3S,67,2.4,23,1,5,6,CC1=CC(=C(C(=C1C)S(=O)(=O)NCCCN2CCOCC2)C)C,0,1
7117022,289.33,C16H19NO4,68.5,4,21,1,4,5,CCOC(=O)C1=C(C2=CC=CC=C2O1)NC(=O)C(C)(C)C,0,1
2815599,367.5,C17H25N3O4S,78.5,0.4,25,0,6,4,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)CC(=O)N3CCOCC3,0,1
9405815,307.37,C14H17N3O3S,103,1.7,21,2,6,6,COC1=CC=C(C=C1)CCNC2=NC=C(C=C2)S(=O)(=O)N,0,1
4024529,356.4,C18H24N6O2,83.5,2.3,26,1,7,5,CCCNC1=NC(=NC(=N1)OC)N2CC3CC(C2)C4=CC=CC(=O)N4C3,0,1
780277,288.3,C14H16N4O3,92.7,2.4,21,1,4,4,CCC1=CC=C(C=C1)NC(=O)CN2C=C(N=C2C)[N+](=O)[O-],0,1
9650462,310.3,C18H18N2O3,59.9,3.1,23,1,4,4,COC1=C(C=C(C=C1)C(=O)NN=C2CCC3=CC=CC=C32)OC,0,1
1569005,287.4,C18H25NO2,38.3,4.3,21,1,2,6,CCCOC1=CC=C(C=C1)C=CC(=O)NC2CCCCC2,0,1
2848220,263.72,C13H14ClN3O,46.9,1.9,18,1,2,5,C1=CC(=CC(=C1)Cl)C(=O)NCCCN2C=CN=C2,0,1
3740831,315.4,C16H17N3O2S,96.2,2.7,22,2,4,6,CSCCC(C1=NC2=CC=CC=C2N1)NC(=O)C3=CC=CO3,0,1
757316,309.4,C19H23N3O,54,3.3,23,2,2,5,CC(=C)C1=CC(=CC=C1)C(C)(C)NC(=O)NCC2=CC=NC=C2,0,1
2567184,307.4,C14H17N3OS2,111,3.9,20,1,5,4,CC(C)CC1=NN=C(S1)NC(=O)C2=CC3=C(S2)CCC3,0,1
4681731,275.4,C11H17NO3S2,100,1.3,17,2,5,6,CC1=CC=C(C=C1)S(=O)(=O)NC(CO)CSC,0,1
6063143,293.32,C17H15N3O2,63.6,2.2,22,1,4,3,CC1C(=CC2=CC=CC=C2O1)C=NNC(=O)C3=CN=CC=C3,0,1
135460562,336.4,C14H12N2O4S2,121,2.1,22,1,6,5,C1=CC=C2C(=C1)C(=NCCOC(=O)C3=CC=CS3)NS2(=O)=O,0,1
2198108,254.74,C11H11ClN2OS,73.2,2.9,16,2,2,2,C1CC1C(=O)NC(=S)NC2=CC=CC=C2Cl,0,1
4324124,302.8,C17H19ClN2O,32.299,4.5,21,1,2,4,CC1=C(C=C(C=C1)NC(=O)C(C2=CC=CC=C2)N(C)C)Cl,0,1
2816255,320.73,C14H13ClN4O3,67.7,2.1,22,0,4,2,CN1C2=C(N=C1OC3=CC=CC=C3Cl)N(C(=O)N(C2=O)C)C,0,1
945667,267.24,C13H9N5O2,118,1.7,20,1,6,2,COC1=CC=C(C=C1)C(=O)N2C(=C(C(=N2)C#N)C#N)N,0,1
2908424,295.4,C19H21NO2,29.5,3.2,22,0,2,4,COC1=CC=C(C=C1)CC(=O)N2CCC(C2)C3=CC=CC=C3,0,1
2304940,323.4,C18H13NO3S,62.8,3.8,23,0,3,2,CC1=CC=C(C=C1)S(=O)(=O)N2C3=CC=CC4=C3C(=CC=C4)C2=O,0,1
578415,328.4,C19H24N2O3,81.4,2.8,24,2,3,5,C1C2CC3CC1CC(C2)(C3)NC(=O)C4=CC=CC=C4OCC(=O)N,0,1
2947549,340.5,C20H24N2OS,48.8,4.3,24,0,3,4,CC1=CC=C(C=C1)SC(C)C(=O)N2CCN(CC2)C3=CC=CC=C3,0,1
4919914,325.4,C17H19N5O2,70.5,2.3,24,1,4,1,CC1CN(C2=NC3=C(N2C1)C(=O)NC(=O)N3C)C4=CC=CC(=C4)C,0,1
2322891,304.77,C16H17ClN2O2,42.4,4.1,21,0,4,6,CCN(CC)C1=CC(=CC=C1)OC(=O)C2=C(N=CC=C2)Cl,0,1
1951470,362.4,C16H12F2N4O2S,104,3,25,2,7,5,C1=CC=C(C(=C1)NC(=O)NC2=NN=C(S2)COC3=CC=CC=C3F)F,0,1
135454401,274.28,C13H14N4O3,95.3,0.7,20,3,5,4,CC1=CC(=O)NC(=N1)NN=CC2=CC(=C(C=C2)O)OC,0,1
6107078,352.4,C18H13FN4OS,86.8,2.7,25,1,4,3,C1=CN(C(=C1)C=C2C(=N)N3C=CSC3=NC2=O)CC4=CC=C(C=C4)F,0,1
9615784,342.5,C18H22N4OS,76.2,2.6,24,1,5,6,C1CN(CCN1CC2=CC=CC=C2)CC(=O)NN=CC3=CC=CS3,0,1
24818607,302.29,C14H14N4O4,109,1.2,22,2,5,4,COC1=C(C=CC(=C1)[N+](=O)[O-])NC(=O)NCC2=CC=CC=N2,0,1
2960274,260.25,C12H12N4O3,107,2.9,19,1,6,3,CCC1=CC=C(C=C1)OC2=NC=NC(=C2[N+](=O)[O-])N,0,1
5219821,340.33,C17H16N4O4,101,1,25,2,6,5,COC1=CC=C(C=C1)N2C(=O)CC(C2=O)NNC(=O)C3=CN=CC=C3,0,1
2527715,302.3,C16H15FN2O3,74.9,3.4,22,1,4,3,CC1=C(C=C(C=C1)CC(=O)NC2=CC(=C(C=C2)F)[N+](=O)[O-])C,0,1
834173,330.3,C15H11FN4O2S,106,3.2,23,1,7,5,C1=CC(=CC=C1CSC2=NN=NN2C3=CC=C(C=C3)F)C(=O)O,0,1
6490168,239.27,C14H13N3O,63.9,2.3,18,2,3,3,C1=CC=C(C=C1)OCC2=NC3=C(N2)C=C(C=C3)N,0,1
2989507,252.31,C16H16N2O,23.6,3.4,19,0,1,3,CN1C2=CC=CC=C2N(C1=O)CCC3=CC=CC=C3,0,1
3224221,328.4,C18H21FN4O,58.1,2.9,24,1,5,3,CC1=CC(=NC(=N1)N2CCCC(C2)C(=O)NC3=CC=C(C=C3)F)C,0,1
5333719,327.2,C15H16Cl2N2O2,50.7,3.9,21,1,3,5,C1CC(CC=C1)C=NNC(=O)COC2=C(C=C(C=C2)Cl)Cl,0,1
20865305,328.4,C18H20N2O2S,77.6,3.6,23,1,3,5,CCCCNC(=O)C1=CC2=C(S1)C3=CC=CC=C3N(C2=O)CC,0,1
804939,297.4,C18H23N3O,44.7,4,22,1,3,3,CC1=C(C(=O)N(N1)C2=CC=CC=C2)C=NC3CCCCCC3,0,1
4882528,336.3,C18H16N4O3,100,1.7,25,1,5,6,CC(C(=O)N)OC(=O)C1=CN(N=C1C2=CN=CC=C2)C3=CC=CC=C3,0,1
2745432,366.4,C19H18N4O2S,106,4.7,26,0,7,4,CC1=NC(=CS1)C2=CC(=NO2)C3=NC(=NO3)C4=CC=C(C=C4)C(C)(C)C,0,1
5337414,341.4,C21H15N3O2,60.9,3.7,26,0,4,5,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CN=CC=C3)C=CC(=O)C4=CC=CO4,0,1
1246715,336.32,C14H12N2O6S,139,3,23,1,7,5,COC1=C(C=C(C=C1)C(=O)NC2=C(SC=C2)C(=O)OC)[N+](=O)[O-],0,1
3114299,467.2,C15H17Br2NO2S2,97.9,5.5,22,1,4,4,CC1CCCN(C1)C(=S)SCC(=O)C2=C(C(=CC(=C2)Br)Br)O,0,1
7162173,323.4,C18H17N3OS,73.2,3.1,23,0,5,6,CCOC1=CC=C(C=C1)C2=NN=C(C=C2)SCC3=CC=CC=N3,0,1
5339653,296.32,C16H16N4O2,83.4,0.8,22,2,4,6,C1=CC=C(C=C1)NC(=O)CCC(=O)NN=CC2=CC=NC=C2,0,1
2082921,299.71,C12H14ClN3O4,87.4,1.3,20,1,5,3,C1COCCN1CC(=O)NC2=C(C=CC(=C2)[N+](=O)[O-])Cl,0,1
2508870,327.3,C18H17NO5,85.6,2.8,24,1,5,7,CC1=CC=C(O1)C=CC(=O)OCC(=O)NC2=CC=CC=C2C(=O)C,0,1
2821933,273.25,C12H14F3N3O,59.2,1.6,19,1,6,2,C1CN(CCC1C(=O)N)C2=NC=C(C=C2)C(F)(F)F,0,1
754098,290.39,C14H18N4OS,79.7,0.8,20,2,3,3,CCNC(=S)NC1=C(N(N(C1=O)C2=CC=CC=C2)C)C,0,1
4010093,346.4,C19H26N2O4,76.7,3.3,25,2,4,5,CCC(C)(C(=O)NC1CCCCC1)NC(=O)C2=CC3=C(C=C2)OCO3,0,1
3117689,341.4,C18H19N3O4,96.5,3.3,25,3,4,4,CCC1=CC=C(C=C1)NC(=O)C(=O)NNC(=O)C2=CC=C(C=C2)OC,0,1
9591510,327.29,C15H13N5O4,129,1.1,24,2,6,4,C1=CC=C(C(=C1)C=NNC(=O)C(=O)NCC2=CN=CC=C2)[N+](=O)[O-],0,1
6859182,276.29,C12H16N6O2,100,1.7,20,1,7,5,CC(C)OC1=C(C=C(C=C1)C=NN2C(=NN=N2)N)OC,0,1
1960233,335.4,C20H21N3O2,78,3.7,25,3,3,4,CC1=CC=C(C=C1)CNC(=O)C2=CC(=NN2)C3=CC(=CC(=C3O)C)C,0,1
9563818,385.5,C21H27N3O4,76.3,3.1,28,1,6,8,CC1=C(C=CO1)C(=O)NN=CC2=CC(=C(C=C2)OCCN3CCCCC3)OC,0,1
1485657,274.14,C12H13Cl2NO2,29.5,2.2,17,0,2,2,C1COCCN1C(=O)CC2=CC(=C(C=C2)Cl)Cl,0,1
902793,310.1,C14H9Cl2NO3,56.3,3.4,20,0,4,5,C1=CC(=C(C=C1C(=O)COC(=O)C2=CC=NC=C2)Cl)Cl,0,1
2409896,291.73,C15H14ClNO3,52.3,3.6,20,0,4,5,CC1=C(C(=NO1)C)COC(=O)C=CC2=CC=C(C=C2)Cl,0,1
135580184,319.4,C19H17N3O2,74.6,3.6,24,2,4,4,CCC1=NC2=CC=CC=C2C(=C1)C(=O)NN=CC3=CC=C(C=C3)O,0,1
7696510,339.27,C16H23BrN2O,32.299,3.6,20,1,2,4,CN(C)C1(CCCCC1)CNC(=O)C2=CC=C(C=C2)Br,0,1
3491267,285.3,C15H15N3O3,80.3,1.2,21,2,4,4,COC1=CC=C(C=C1)CC(=O)NNC(=O)C2=CC=NC=C2,0,1
3812877,282.29,C16H14N2O3,69.6,2,21,2,3,1,CC1C(=O)NC2=CC=CC=C2N1C(=O)C3=CC=C(C=C3)O,0,1
52994988,337.8,C16H20ClN3O3,93.8,NULL,23,3,5,7,C1=CC=C2C(=C1)C(=O)C(=CO2)C=NNC(=O)CCCCCN.Cl,0,2
874555,267.28,C15H13N3O2,61,2.6,20,0,5,4,CC1=CC=CC=C1OCC2=NC(=NO2)C3=CN=CC=C3,0,1
2918793,296.2,C14H18BrNO,29.1,3.7,17,1,1,3,CC(C1=CC=C(C=C1)Br)NC(=O)C2CCCC2,0,1
135439714,150.14,C6H6N4O,59.3,-0.3,11,1,3,0,CN1C2=C(C=N1)C(=O)NC=N2,0,1
2806285,287.4,C10H13N3O3S2,147,3.1,18,2,5,3,CC(C)CNC(=S)NC(=O)C1=CSC(=C1)[N+](=O)[O-],0,1
16189082,349.8,C19H18ClF2NO,20.3,4.4,24,0,4,4,C1CC(CN(C1)CC2=CC(=CC=C2)Cl)C(=O)C3=C(C=CC(=C3)F)F,0,1
5909,244.72,C11H17ClN2O2,44.1,NULL,16,1,3,3,CCC1C(COC1=O)CC2=CN=CN2C.Cl,0,2
531848,281.7,C17H12ClNO,29.1,4.6,20,1,1,2,C1=CC=C2C(=C1)C=CC=C2NC(=O)C3=CC=CC=C3Cl,0,1
9583789,359.4,C21H17N3OS,70,4.7,26,1,4,4,C1=CC=C(C=C1)C=NNC(=O)CN2C3=CC=CC=C3SC4=CC=CC=C42,0,1
2381260,309.16,C13H13BrN2O2,62.1,2.1,18,1,3,5,COCCNC(=O)C(=CC1=CC=CC=C1Br)C#N,0,1
17737872,300.34,C14H12N4O2S,108,1.2,21,3,4,4,C1=CC=NC(=C1)SCC(=O)NC2=CC3=C(C=C2)NC(=O)N3,0,1
2802350,271.31,C16H17NO3,47.6,3.4,20,1,3,6,COC1=CC=C(C=C1)OC(=O)NCCC2=CC=CC=C2,0,1
