,CID,SID,Solubility_at_pH_7_4,target,Efficacy
23015,2987246,47198959,0.4,0,
23016,856037,49645214,40.1,0,
23017,2516943,57256336,23.8,0,80.5441
23018,972166,49819019,38.4,0,
23019,4278096,49721490,28.5,0,108.127
23020,4962192,49674472,33.5,0,83.4038
23021,7560044,26662145,42.3,0,
23022,3599332,49667873,36.7,0,
23023,772407,47201708,0.5,0,318.551
23024,20916003,49649082,46.3,0,
23025,9676030,24811628,1.2,0,
23026,2927970,24788342,36.3,0,
23027,2766527,49665825,46.1,0,
23028,1353686,49664902,53.3,0,
23029,282191,24830491,37.8,0,62.8298
23030,3110862,24810067,44.3,0,
23031,973357,24792587,46.1,0,60.6268
23032,6149927,24825190,4.6,0,
23033,1086740,24807971,40.1,0,
23034,4962417,49675056,16.1,0,89.7879
23035,2963653,24793034,0.3,0,
23036,4002939,49670386,29.5,0,136.975
23037,4018753,49676562,40.8,0,50.3545
23038,135558343,49680312,42.8,0,
23039,753285,26661907,39.5,0,
23040,3845244,24817563,33.2,0,
23041,67181,47201593,46.0,0,
23042,1873137,26666926,46.3,0,67.5195
23043,950271,26661602,6.4,0,65.4581
23044,822484,47200895,44.6,0,
23045,6040833,24809002,2.9,0,
23046,24685957,49817561,13.1,0,
23047,3140911,24809831,47.3,0,
23048,4573905,24837088,42.4,0,61.3989
23049,1247495,49827410,6.9,0,
23050,3230875,24786776,52.7,0,
23051,897238,24793474,34.2,0,
23052,1922823,49646851,56.9,0,
23053,2931207,49667890,0.2,0,
23054,9585656,49669029,23.8,0,
23055,2486416,24835729,25.2,0,
23056,242867,49672731,34.4,0,
23057,4047191,24787387,2.1,0,
23058,1150669,47203190,0.8,0,
23059,2381783,49676100,40.1,0,
23060,6893463,24828698,31.8,0,
23061,723466,49815875,39.7,0,
23062,2618729,49816317,38.4,0,
23063,2931071,24793299,48.7,0,
23064,24746853,49642009,46.0,0,
23065,833522,24780762,17.4,0,
23066,5606732,26670799,0.5,0,
23067,2764168,24824413,25.4,0,
23068,9505890,57259642,49.9,0,
23069,1076709,47201222,64.0,0,
23070,18074426,49819700,36.0,0,
23071,17582891,49646257,41.0,0,
23072,6212341,49674636,0.7,0,
23073,1129998,49727357,52.7,0,72.4403
23074,2394076,24834089,54.2,0,
23075,1434400,49641875,45.5,0,
23076,597819,49646856,0.9,0,
23077,2384336,24833027,46.6,0,
23078,9614665,49674386,0.2,0,
23079,1085564,47203036,7.6,0,
23080,16189426,24789512,39.3,0,
23081,709114,26658794,11.3,0,
23082,2740743,26727370,0.6,0,
23083,3163725,49733057,49.6,0,58.8398
23084,22431227,49668444,16.2,0,
23085,4230056,24831484,36.3,0,87.762
23086,2812450,50085610,42.6,0,
23087,4682206,49668310,44.0,0,
23088,16682569,26669567,52.1,0,
23089,2726277,26727294,15.6,0,
23090,4116600,24824040,0.2,0,
23091,16273845,49680297,42.0,0,156.266
23092,745321,26671444,11.8,0,
23093,946544,49646244,3.2,0,
23094,769147,49667692,34.5,0,
23095,77913,49718666,11.9,0,
23096,6460792,24788105,50.6,0,
23097,974233,24793078,0.4,0,37.1236
23098,5454993,49821882,2.9,0,
23099,3911564,24830083,45.8,0,
23100,2849223,24802661,8.1,0,
23101,4825866,49677172,49.2,0,
23102,2738172,26726826,51.6,0,
23103,4219209,49648975,1.0,0,
23104,2430929,24825450,33.9,0,
23105,2395547,49675974,52.7,0,
23106,2868457,49665503,52.9,0,58.8105
23107,2119871,24787050,41.0,0,
23108,2990488,47199400,1.2,0,
23109,20868633,49670125,0.7,0,
23110,5241645,57266485,38.8,0,
23111,7759348,56318562,48.4,0,
23112,4880364,24831297,50.8,0,92.4137
23113,2579466,24832048,49.6,0,49.1547
23114,6091989,49649308,0.7,0,
23115,1480817,49666096,0.6,0,34.2367
23116,730926,49730299,6.0,0,
23117,4827070,57259737,42.0,0,
23118,135464473,49679417,1.1,0,
23119,1226770,49821185,1.8,0,37.837
23120,4781776,49675821,47.9,0,
23121,975723,49669818,17.4,0,
23122,16188352,24784220,46.0,0,
23123,3441516,24830183,8.2,0,
23124,1539302,47201172,49.7,0,35.6749
23125,745098,49667885,0.8,0,
23126,3124205,47204179,48.5,0,97.0646
23127,2806336,26727958,0.3,0,
23128,16823141,49677445,49.6,0,
23129,5338870,47198216,6.8,0,65.8969
23130,954147,49733205,42.4,0,
23131,18554040,49676896,0.9,0,
23132,740195,49670729,29.7,0,
23133,18573294,51089395,36.6,0,
23134,2826435,26727190,52.4,0,130.324
23135,135549613,26660855,53.6,0,44.7111
23136,9677719,24779597,1.5,0,
23137,2799698,49671229,0.3,0,
23138,5204138,24822699,3.1,0,
23139,2576487,49674879,9.6,0,
23140,674806,26663716,31.1,0,48.6061
23141,2420225,49643071,6.3,0,
23142,2963355,49727127,40.2,0,
23143,1017365,47195379,61.9,0,
23144,4658045,49724845,43.5,0,64.6156
23145,887372,24792714,42.4,0,
23146,135519983,24836174,50.6,0,
23147,2979066,49727832,33.2,0,
23148,3295144,26658911,35.0,0,
23149,2955205,24797901,37.6,0,
23150,819926,47195712,1.2,0,
23151,9619590,49680097,1.3,0,
23152,2732263,26730096,39.9,0,
23153,4411,56463045,46.4,0,
23154,135424365,49641169,38.6,0,
23155,855965,49646776,4.1,0,
23156,1933616,49642479,1.1,0,
23157,1903239,24809863,0.4,0,
23158,4916042,24822523,2.4,0,
23159,2767713,24820719,51.7,0,
23160,2360016,26657534,3.8,0,40.8929
23161,16003602,24811796,33.2,0,
23162,748270,24807807,22.1,0,
23163,3847875,24824607,49.1,0,
23164,2738269,49671333,47.9,0,
23165,7189650,24815094,0.4,0,
23166,2765133,49648976,30.7,0,
23167,2938130,47203606,0.8,0,
23168,674776,24796416,37.2,0,
23169,2439071,24834130,41.5,0,58.5756
23170,2816144,49672329,3.9,0,
23171,20868683,49670155,40.3,0,
23172,2772167,26658942,49.4,0,
23173,1280312,47200665,47.5,0,
23174,2730060,26727120,1.7,0,
23175,2307827,49673005,37.8,0,
23176,6902969,24833672,17.6,0,
23177,2727218,26727833,13.5,0,
23178,2967317,24795475,5.4,0,
23179,562341,26659446,31.5,0,91.7088
23180,2892846,24805231,11.5,0,
23181,2927599,24802600,48.7,0,
23182,22430825,51090789,48.8,0,
23183,929489,26662569,31.9,0,
23184,16196008,24827494,46.2,0,43.1341
23185,3100742,24805725,24.5,0,
23186,9583377,26727642,33.7,0,
23187,730977,49641728,41.9,0,106.324
23188,16226845,49675552,42.5,0,
23189,1383325,49667481,2.0,0,91.1587
23190,5412328,49827943,10.5,0,39.5951
23191,6899724,24782667,48.4,0,
23192,724673,49728414,15.9,0,
23193,4577500,24826029,43.9,0,
23194,867418,47198288,24.9,0,45.6783
23195,3870514,47200522,42.2,0,
23196,2740149,26727138,0.3,0,66.3435
23197,7842498,49828506,9.5,0,
23198,23608902,49669936,1.7,0,132.149
23199,135681157,49680670,1.9,0,
23200,4065114,49670413,27.8,0,
23201,9562798,49643647,36.9,0,
23202,5324,856017,32.1,0,
23203,3104497,24803372,30.2,0,
23204,5101953,24783457,14.2,0,
23205,20899660,49671195,39.6,0,
23206,1124627,49730282,3.0,0,
23207,6868572,26671589,1.5,0,
23208,19585710,57264471,31.8,0,
23209,2805017,49672039,1.9,0,
23210,2084813,49673010,4.5,0,
23211,6460843,49737714,26.5,0,41.3229
23212,9635659,49646867,38.2,0,
23213,7200044,24784184,10.3,0,
23214,1505859,24790585,47.1,0,
23215,2741225,26730011,23.4,0,
23216,2843886,47198159,25.5,0,
23217,2813282,26731145,38.5,0,50.6377
23218,585384,49670165,49.9,0,
23219,2809930,26729594,45.2,0,134.27
23220,135423511,47201105,53.4,0,
23221,5298550,49668812,0.4,0,
23222,934091,26660387,3.3,0,
23223,4877005,24834486,13.8,0,44.3756
23224,2133616,49821313,3.6,0,
23225,3845823,57261062,43.3,0,
23226,753790,49649196,31.7,0,
23227,6878559,26661885,24.2,0,
23228,28767,11533032,8.7,0,
23229,4782871,57268431,2.6,0,
23230,2096952,24826145,41.3,0,
23231,2839872,49641077,32.5,0,
23232,11909720,49648436,42.0,0,
23233,16294262,49676025,26.4,0,
23234,2965954,24795459,43.7,0,
23235,781360,24804335,2.2,0,
23236,4382223,24785001,1.4,0,
23237,3482060,24789225,50.3,0,
23238,797213,49737093,1.0,0,79.5556
23239,3164521,49729550,44.3,0,
23240,2804957,26728091,0.6,0,
23241,6858395,47197198,9.0,0,
23242,2987479,49726765,50.1,0,
23243,17095589,49670134,39.3,0,
23244,2813979,50085580,42.3,0,
23245,549530,26666254,28.4,0,
23246,211240,24829820,32.3,0,
23247,7944478,57265454,16.7,0,
23248,900716,49640867,0.3,0,63.7457
23249,2200216,47200378,41.5,0,
23250,2480918,24835918,42.0,0,94.9037
23251,685354,24826577,43.2,0,
23252,1832377,26663072,4.9,0,
23253,2819516,24818707,40.2,0,
23254,7597179,49677211,0.4,0,
23255,6470079,49816872,32.2,0,
23256,738158,49729611,0.7,0,
23257,532199,47201064,0.6,0,
23258,6471594,49730268,32.3,0,120.026
23259,2816449,26726884,45.2,0,75.1636
23260,611235,26662505,38.0,0,
23261,135691281,49675199,3.6,0,
23262,2807956,49671607,21.3,0,
23263,755358,47204281,37.2,0,
23264,771965,49644474,20.3,0,
23265,22334931,49667918,47.7,0,
23266,884351,47198432,32.3,0,
23267,2081579,24835750,40.5,0,
23268,2571989,49672677,42.7,0,
23269,6858979,26659317,0.3,0,
23270,3572794,26660783,0.5,0,
23271,2739967,26727282,0.4,0,
23272,4783683,57267706,43.0,0,
23273,19675174,49824454,10.7,0,
23274,9551956,14745032,34.5,0,
23275,3107071,24806752,44.6,0,
23276,2433201,49736503,39.1,0,
23277,2545956,24835635,28.7,0,25.5716
23278,3342378,49668899,5.9,0,
23279,2877829,49646974,0.8,0,
23280,9677991,24835037,5.8,0,
23281,9587121,26666280,9.4,0,51.7376
23282,2145071,24816449,27.0,0,
23283,9662004,50086384,47.1,0,
23284,20924775,49669423,45.3,0,
23285,794912,47201901,4.6,0,
23286,17279771,49827412,0.3,0,
23287,2235081,24794035,50.3,0,
23288,2932972,49819094,29.3,0,
23289,46500012,24810597,34.7,0,
23290,836485,47199124,19.9,0,
23291,4862736,57264410,34.3,0,
23292,5350689,49669071,5.0,0,
23293,2915714,49669570,28.0,0,87.5587
23294,671267,49823558,37.2,0,
23295,951873,24807237,33.9,0,76.8291
23296,6603219,858526,44.4,0,134.517
23297,717954,49726329,47.8,0,
23298,6899042,26657527,23.1,0,
23299,22521600,49649769,43.2,0,
23300,276114,49674066,35.1,0,
23301,2547368,57259008,49.9,0,
23302,9566143,26728769,2.9,0,
23303,2357144,24827502,43.0,0,
23304,6877485,49824398,16.7,0,
23305,2433163,24830105,53.8,0,
23306,3840553,49648986,48.7,0,
23307,7978577,49827499,14.6,0,
23308,738090,49725578,0.6,0,
23309,22332367,49670415,48.8,0,
23310,2461566,24826743,2.1,0,
23311,23724252,47201609,38.1,0,
23312,135716872,49679580,4.6,0,
23313,1471970,49666128,41.3,0,
23314,135527645,49648095,0.3,0,
23315,862105,49644325,36.2,0,64.859
23316,16190751,24799080,38.1,0,
23317,3752257,49647472,10.5,0,
23318,1714317,24808541,35.6,0,
23319,6048126,24828580,42.8,0,
23320,24818718,49824162,0.9,0,
23321,986542,49824401,1.6,0,
23322,2578526,49673417,18.1,0,
23323,2905034,24788533,35.8,0,42.0342
23324,2914757,47202082,33.2,0,
23325,9580799,26729058,3.5,0,
23326,857101,49727616,49.2,0,
23327,1076842,47204216,43.5,0,
23328,1094110,49641861,29.1,0,
23329,882001,49640902,46.1,0,
23330,9642248,49716624,42.8,0,70.7109
23331,23607865,49721927,46.6,0,
23332,2825944,49672065,23.1,0,
23333,6902856,49680467,27.0,0,119.86
23334,6487852,49726733,44.1,0,45.6514
23335,974129,24787868,17.8,0,
23336,7150641,49677393,43.2,0,
23337,2519505,49677416,25.1,0,106.587
23338,598849,24785652,2.1,0,
23339,8010958,49822492,33.7,0,47.442
23340,2745422,26729038,44.0,0,
23341,3628825,24830246,50.4,0,
23342,1474423,24821801,0.7,0,
23343,741781,49733186,4.7,0,116.16
23344,3152355,49726951,44.8,0,
23345,4433550,24810582,31.1,0,58.3613
23346,22431372,49679687,0.3,0,
23347,24816595,49816378,22.4,0,
23348,5918715,26658909,8.8,0,87.9204
23349,2314694,24829310,29.0,0,
23350,807493,49677656,44.9,0,
23351,2741257,26730005,15.7,0,47.9246
23352,752263,49643553,34.5,0,
23353,818540,49827947,38.9,0,
23354,5082502,24816088,49.3,0,
23355,2212711,17433768,4.1,0,127.677
23356,2113077,49674638,0.3,0,
23357,2739691,26730444,38.2,0,
23358,2567857,49675746,46.3,0,
23359,2991996,49727942,42.3,0,
23360,2557278,24835778,46.6,0,
23361,625473,26663396,21.5,0,57.3271
23362,25237256,49823627,37.8,0,
23363,135421510,24780498,35.9,0,
23364,1085562,47203038,10.0,0,
23365,851237,24809957,27.5,0,
23366,3477814,24819380,0.5,0,146.326
23367,2973825,24790798,39.7,0,
23368,2727048,26730739,18.3,0,
23369,5333878,47202227,17.9,0,110.232
23370,9205921,57259256,24.2,0,
23371,2103238,49674419,26.1,0,114.416
23372,5289890,26671335,49.9,0,
23373,4889984,26660411,35.2,0,68.1401
23374,2726258,26727841,0.3,0,177.263
23375,4518737,26659704,52.3,0,
23376,2744152,26729322,1.6,0,
23377,2362869,24831854,44.2,0,
23378,521212,47199061,10.8,0,
23379,2816537,26730025,18.6,0,51.2039
23380,135406795,26731084,32.0,0,
23381,6457455,49724633,47.6,0,
23382,3219909,24796597,45.4,0,66.4686
23383,2481637,24826616,27.9,0,83.5641
23384,2291402,47197700,2.8,0,108.203
23385,2447447,49675184,26.4,0,
23386,16014568,49669236,0.4,0,129.992
23387,2117508,24837201,6.4,0,
23388,4916122,24781331,41.3,0,
23389,16242622,49677743,39.4,0,
23390,1547813,47203479,5.3,0,
23391,2850732,24805098,45.2,0,
23392,2715315,57265426,47.8,0,
23393,935241,49647983,48.5,0,
23394,135536449,47203687,2.1,0,81.1941
23395,2159231,24815492,20.0,0,
23396,2985208,49718136,2.8,0,69.1339
23397,6623577,24812990,47.6,0,
23398,5421935,49648098,41.6,0,
23399,681547,26659065,49.6,0,
23400,2769315,24824581,0.3,0,
23401,2220392,47197544,4.6,0,
23402,16191893,24800224,45.4,0,
23403,2829762,49818833,3.8,0,
23404,1093470,49733119,45.6,0,142.079
23405,3537824,26661024,42.7,0,
23406,866437,49669834,44.2,0,
23407,2744194,26729896,21.2,0,
23408,135460610,24789532,6.9,0,
23409,2740754,26727172,41.2,0,
23410,65758,49666227,7.0,0,24.392
23411,896134,47197860,0.6,0,71.8779
23412,721806,24780985,32.9,0,
23413,6499845,49678985,35.5,0,
23414,1595148,49679513,45.0,0,109.081
23415,6490915,49678872,32.9,0,57.1412
23416,16187639,24781723,12.3,0,
23417,4785999,49676090,49.9,0,
23418,1122457,47201051,44.6,0,
23419,6049170,24812761,23.3,0,
23420,860141,49642815,1.9,0,92.0276
23421,884487,47198446,38.6,0,
23422,866983,24831167,20.8,0,
23423,6461051,47199526,47.3,0,114.894
23424,738243,47204228,21.5,0,
23425,1017906,49825543,1.4,0,127.359
23426,2731803,26731112,27.2,0,
23427,3456873,26667060,54.2,0,54.7521
23428,929504,26666546,0.5,0,
23429,2323119,24831900,4.9,0,
23430,1953445,26659286,49.0,0,
23431,6881848,49817280,46.8,0,
23432,7996463,49674148,16.6,0,
23433,3242,11532970,35.1,0,
23434,6469573,49816854,32.7,0,
23435,5718213,26669524,0.6,0,
23436,24981944,56322107,45.7,0,
23437,2790079,49644226,0.7,0,
23438,16809968,49678017,64.6,0,
23439,2867198,24802288,45.6,0,
23440,4139914,24811251,38.8,0,
23441,2831569,47198207,44.0,0,
23442,135652589,49648267,39.0,0,
23443,16196094,24828696,48.8,0,53.2619
23444,5291138,24809429,24.8,0,71.7128
23445,3777820,26665614,24.1,0,
23446,2109611,49675335,47.7,0,
23447,1321236,24798111,42.5,0,
23448,6861167,24826175,3.8,0,
23449,2743004,50086553,41.3,0,
23450,16682109,26660595,43.2,0,
23451,5784901,24825130,35.5,0,
23452,1474449,49666394,0.2,0,
23453,24818985,49825516,30.7,0,
23454,599317,47202844,0.6,0,
23455,46495239,49716622,47.1,0,
23456,1992412,49645866,2.5,0,
23457,9593707,49642566,20.8,0,
23458,1489182,24819269,50.0,0,
23459,4604894,49823925,38.7,0,
23460,9615644,47201099,36.6,0,
23461,25237203,49824127,5.3,0,100.856
23462,18109210,56324900,35.6,0,
23463,24819123,49826012,24.0,0,
23464,3797835,26660010,25.5,0,
23465,6493312,49734133,34.7,0,
23466,711529,24837375,2.5,0,183.207
23467,16195999,24827388,49.7,0,
23468,4785180,49675891,0.7,0,130.404
23469,2933233,49642976,4.0,0,
23470,979196,47195169,50.1,0,
23471,2094573,24829677,48.1,0,
23472,3139318,49725936,20.3,0,
23473,16306853,49673857,4.2,0,
23474,2794451,47200053,37.6,0,100.226
23475,891155,47202042,8.4,0,
23476,3153449,24801571,48.7,0,
23477,1612121,26662531,53.3,0,
23478,16304479,49677688,49.4,0,
23479,1423439,49646920,3.5,0,33.2148
23480,591127,24833626,27.8,0,143.392
23481,947653,26658338,46.4,0,
23482,8094616,49672683,2.1,0,
23483,5721203,24805475,46.2,0,81.6338
23484,2851677,49646096,50.0,0,57.4409
23485,4786601,57263793,19.2,0,
23486,1486117,49666552,46.7,0,
23487,2729533,49672080,50.8,0,
23488,135505414,49680959,17.4,0,
23489,6487848,49726591,51.8,0,
23490,2308336,26657635,45.4,0,
23491,100489,26660441,5.0,0,
23492,8503104,57267132,48.8,0,
23493,2817615,26729458,8.3,0,
23494,2556986,57256259,4.0,0,
23495,9406470,49674799,44.5,0,
23496,135422714,49668943,1.7,0,
23497,822517,50085883,11.4,0,
23498,23724175,47200484,35.5,0,136.183
23499,788792,49642205,9.0,0,
23500,5757581,49665224,48.8,0,110.858
23501,1482373,24820604,32.9,0,
23502,24979677,56317151,1.7,0,
23503,6470050,49816871,37.4,0,87.2437
23504,3161730,49732983,15.5,0,
23505,9504427,57265743,45.3,0,
23506,3117718,49678760,37.8,0,
23507,17381921,49817049,44.2,0,
23508,4783799,57259428,3.1,0,
23509,2824236,26729444,4.3,0,95.1741
23510,3978264,26663953,45.8,0,
23511,945988,26670820,1.2,0,
23512,2737977,49671253,15.6,0,
23513,3751854,24836409,50.0,0,
23514,3843652,49679139,38.1,0,
23515,5340023,47199358,31.1,0,
23516,2517636,24839606,10.0,0,
23517,4176719,24826734,44.3,0,
23518,7150640,49676541,43.2,0,
23519,2446512,49676565,48.9,0,
23520,24817416,49818481,4.6,0,
23521,2727209,26727221,36.7,0,
23522,4209474,26659697,44.5,0,
23523,16332650,57267191,45.5,0,
23524,4902744,49665066,25.9,0,
23525,4962992,24831173,44.4,0,
23526,961997,24787569,6.1,0,19.0719
23527,2835311,47202499,9.3,0,
23528,1984529,49669065,0.6,0,
23529,1481824,24821257,26.0,0,
23530,9613554,50086433,9.7,0,85.4065
23531,2962814,47197599,19.9,0,
23532,135469893,24810654,28.3,0,105.505
23533,17276894,49825861,29.1,0,
23534,1809906,47202185,40.1,0,
23535,3160487,24804922,51.4,0,
23536,731722,24822592,1.9,0,
23537,3210639,24796576,48.5,0,
23538,16193297,24811287,53.5,0,
23539,2937553,47204122,12.5,0,
23540,8017781,57264918,6.4,0,
23541,9267227,49675694,45.0,0,
23542,2375708,49673756,15.8,0,
23543,5377595,49647933,2.3,0,
23544,135650458,26660953,51.2,0,
23545,621973,49676765,1.7,0,
23546,1084075,47204214,44.3,0,
23547,2809798,26729094,55.9,0,64.1048
23548,9571166,49667386,33.3,0,
23549,1892294,49668597,51.2,0,98.2183
23550,939519,24804576,40.7,0,
23551,22548556,49649762,1.5,0,
23552,5763722,49727148,56.5,0,
23553,3132850,24807182,39.2,0,
23554,2979658,47198753,51.7,0,
23555,4690066,24825541,47.3,0,56.3847
23556,17024255,57264419,2.2,0,
23557,373492,49680025,19.0,0,
23558,16457495,49664976,5.8,0,73.505
23559,5217553,26658992,31.8,0,
23560,3220836,24818263,43.7,0,
23561,1160631,49729613,8.9,0,
23562,2767595,49665958,46.2,0,108.422
23563,2153511,24815278,45.4,0,
23564,4192158,24815443,55.9,0,
23565,687554,24822607,1.4,0,
23566,7469416,57260725,43.6,0,
23567,970896,24810092,15.7,0,
23568,4212204,49669682,51.8,0,
23569,3641147,26663626,6.3,0,47.8143
23570,4943959,49827443,2.1,0,
23571,2188561,24795015,1.0,0,
23572,2806138,26728125,2.4,0,
23573,3676,855682,35.2,0,
23574,779573,47198939,28.2,0,
23575,1261286,49823806,50.3,0,
23576,23724266,47201816,54.2,0,
23577,1931247,26666267,54.0,0,
23578,784415,47197952,46.6,0,144.943
23579,2570598,24831592,33.2,0,
23580,2812357,49671601,45.7,0,
23581,802271,49725683,12.4,0,
23582,780402,49728486,37.0,0,
23583,24686604,49822105,42.9,0,
23584,1245370,49828769,39.9,0,
23585,4878039,24832476,5.0,0,
23586,4671316,49669855,0.6,0,
23587,920769,49667772,1.8,0,
23588,24793402,49733562,1.6,0,
23589,2213045,24797420,13.7,0,
23590,7287041,49670378,45.8,0,
23591,6875419,26671596,35.4,0,
23592,24245651,49820615,40.8,0,
23593,4920424,24785575,50.6,0,
23594,79765,24832164,0.7,0,
23595,1853758,26671126,27.4,0,
23596,8296949,49728800,0.4,0,
23597,948965,47204534,7.0,0,
23598,2371981,24826217,5.6,0,56.4993
23599,3456129,24788519,2.8,0,
23600,668901,49641732,36.3,0,
23601,3656042,24816201,0.3,0,
23602,2417140,24831940,26.4,0,77.4005
23603,844569,24808675,0.4,0,
23604,9581006,26730522,0.2,0,
23605,1632256,26665814,31.9,0,
23606,616832,57264455,13.5,0,
23607,6498761,49642342,0.3,0,
23608,2808346,26729339,18.1,0,
23609,2801167,24818307,29.3,0,
23610,2991808,47199549,19.5,0,
23611,2636191,56315547,6.9,0,
23612,2059717,49641129,3.9,0,
23613,9666249,26661634,31.7,0,
23614,2394298,24834101,52.8,0,
23615,557426,49671828,48.3,0,114.49
23616,4677493,49823999,36.2,0,
23617,717568,49679486,10.6,0,
23618,2890665,47201359,48.8,0,
23619,9678397,49827117,0.4,0,
23620,53313,49670796,2.0,0,75.3072
23621,7419,855737,20.6,0,
23622,16411063,26671040,3.8,0,
23623,2182758,24792686,30.8,0,102.145
23624,2738198,26730849,4.1,0,
23625,839447,24787070,44.6,0,
23626,726932,49669746,33.9,0,
23627,2819074,26726960,7.7,0,
23628,4129453,49821363,35.6,0,
23629,789880,24836659,42.4,0,
23630,2788197,49679622,45.3,0,
23631,3155184,47204714,31.5,0,
23632,3154161,24804210,23.1,0,
23633,2151125,24815203,1.0,0,130.472
23634,2483306,49675879,1.6,0,
23635,801446,49644337,18.4,0,75.0773
23636,7205744,24816433,0.6,0,
23637,6003139,24825600,22.5,0,
23638,4012567,26663537,22.4,0,
23639,4814621,57259504,15.7,0,
23640,952442,47198410,39.7,0,92.9574
23641,3095535,24805367,45.9,0,
23642,2992521,49664967,2.9,0,131.042
23643,2816783,26728254,46.5,0,
23644,939877,24801721,15.6,0,
23645,9566578,26666370,0.9,0,39.5432
23646,6469905,49823440,39.1,0,66.3244
23647,2993739,47199604,38.2,0,
23648,1220307,49821898,1.4,0,
23649,1452376,49728725,1.6,0,
23650,4880453,26669667,49.1,0,
23651,16446051,49649789,2.6,0,
23652,54684465,24813127,53.2,0,
23653,670960,26729486,31.5,0,
23654,972745,47203910,0.2,0,
23655,9677901,26666474,40.4,0,
23656,2913162,47200949,48.0,0,124.715
23657,16682496,26666428,47.4,0,
23658,3160371,49725286,13.7,0,
23659,7664946,57260370,47.6,0,
23660,775968,49669156,38.7,0,
23661,3679991,24833485,51.8,0,
23662,54693099,24821662,0.7,0,
23663,2433431,24840094,48.2,0,
23664,135470621,14746342,26.1,0,
23665,7206160,24784655,19.8,0,
23666,2435017,24830379,38.1,0,
23667,6490917,49678957,45.4,0,
23668,2810924,26731041,42.1,0,
23669,9441134,57260036,45.7,0,
23670,6468169,47198973,42.3,0,
23671,54679771,49641374,0.3,0,
23672,2816576,26729960,44.4,0,
23673,2955428,49816622,48.9,0,
23674,2059967,49819292,31.8,0,
23675,3690200,26662965,0.6,0,
23676,691194,24784861,24.9,0,
23677,2065016,26663028,5.0,0,
23678,16277328,57256710,47.3,0,
23679,738882,24785145,44.3,0,
23680,17024422,57261363,3.9,0,
23681,2978549,49816471,48.7,0,46.0555
23682,776759,49669409,41.7,0,35.2259
23683,3759285,26671585,0.6,0,
23684,6468301,47198833,41.5,0,
23685,16188075,24783153,2.2,0,65.9861
23686,2804224,26727471,10.2,0,
23687,4108109,24811583,29.5,0,
23688,135193,26732643,40.5,0,
23689,1831986,26663066,4.0,0,
23690,4797524,49674042,31.4,0,
23691,6420006,56463507,62.9,0,89.4997
23692,3614842,49668866,0.2,0,
23693,544950,49824466,45.0,0,
23694,4173597,24830271,45.5,0,124.156
23695,4915878,49666836,39.5,0,
23696,16013720,49731796,0.5,0,
23697,2930802,47196781,36.2,0,
23698,135410029,11532922,39.6,0,123.281
23699,66949,26660391,17.3,0,
23700,2739047,26730711,0.1,0,
23701,938537,49667164,3.1,0,
23702,2818653,26729464,42.4,0,
23703,1432614,49642569,42.6,0,
23704,859023,24808034,40.0,0,
23705,16188092,24783186,54.5,0,
23706,860355,49733262,0.2,0,
23707,16304007,57259295,41.0,0,
23708,14428237,49669840,42.2,0,101.114
23709,3460028,24784336,44.1,0,
23710,619250,26662066,3.8,0,
23711,1919564,26659827,33.5,0,
23712,11065,855970,47.1,0,132.406
23713,851218,24796310,0.6,0,226.539
23714,3145395,24802634,24.6,0,
23715,20967181,49649625,36.3,0,
23716,2880101,26666882,1.9,0,
23717,2091314,57260026,28.2,0,
23718,833232,49824279,23.6,0,
23719,2402620,24834059,39.5,0,
23720,1075485,49679272,49.3,0,
23721,2403508,24834581,2.5,0,92.8431
23722,2455613,49825697,44.5,0,
23723,8071826,49647018,36.0,0,131.91
23724,3223590,49643335,2.2,0,
23725,3775575,26660757,58.9,0,54.3263
23726,2913384,49643410,49.2,0,
23727,6498756,49642918,0.8,0,
23728,6893363,26728873,31.1,0,
23729,19686716,49823624,13.7,0,
23730,1083045,49729881,30.0,0,
23731,6470731,47199907,47.1,0,64.2835
23732,1581676,24812746,45.6,0,
23733,16307044,57264981,9.4,0,
23734,4879542,24835656,45.1,0,41.5558
23735,310557,24811331,0.6,0,
23736,2812029,26728649,0.6,0,
23737,2787107,49647427,0.9,0,
23738,3292804,24816527,3.6,0,
23739,831737,49827229,39.9,0,
23740,2826692,26728857,39.1,0,
23741,2736877,26727739,40.6,0,
23742,3695448,26666338,32.7,0,
23743,4600986,24782902,45.8,0,
23744,135502033,49673152,28.8,0,
23745,1623874,49667391,5.1,0,99.4112
23746,2890323,49665649,49.1,0,
23747,2764119,49679379,5.9,0,
23748,6546894,26660851,42.8,0,
23749,1072886,47203057,0.9,0,
23750,135491321,47199421,1.2,0,
23751,135580315,49667584,0.3,0,
23752,2976693,24794170,41.3,0,
23753,3878872,24826344,49.0,0,
23754,2096690,24834148,23.9,0,
23755,4139722,49667600,46.6,0,
23756,2802374,49671476,41.0,0,
23757,135651868,49667784,5.6,0,
23758,24819596,49827291,32.4,0,
23759,2508573,24826040,27.7,0,
23760,9684495,57262981,1.8,0,
23761,7538937,49676560,2.0,0,
23762,880938,47202265,47.5,0,
23763,3490803,49675217,6.3,0,
23764,24746915,49642742,30.4,0,
23765,8750027,49673927,14.6,0,
23766,259756,47196104,0.5,0,172.167
23767,7217816,24815588,12.7,0,
23768,9586653,49668204,43.7,0,
23769,24746814,49641450,43.6,0,
23770,3717220,26671070,48.3,0,
